Entry	Entry.name	Protein.names	Organism	Length	Gene.name	Gene.ontology..cellular.component.	Gene.ontology..biological.process.	Gene.ontology..molecular.function.
Q9NU22	MDN1_HUMAN	Midasin (Dynein-related AAA-ATPase MDN1) (MIDAS-containing protein)	Homo sapiens (Human)	5596	MDN1	cytosol [GO:0005829]; intermediate filament cytoskeleton [GO:0045111]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	protein-containing complex assembly [GO:0065003]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]
P02545	LMNA_HUMAN	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	Homo sapiens (Human)	664	LMNA	cytosol [GO:0005829]; intermediate filament [GO:0005882]; lamin filament [GO:0005638]; nuclear envelope [GO:0005635]; nuclear lamina [GO:0005652]; nuclear membrane [GO:0031965]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]	cellular protein localization [GO:0034613]; cellular response to hypoxia [GO:0071456]; establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; IRE1-mediated unfolded protein response [GO:0036498]; mitotic nuclear envelope reassembly [GO:0007084]; muscle organ development [GO:0007517]; negative regulation of cardiac muscle hypertrophy in response to stress [GO:1903243]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of mesenchymal cell proliferation [GO:0072201]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; nuclear envelope organization [GO:0006998]; positive regulation of cell aging [GO:0090343]; positive regulation of gene expression [GO:0010628]; positive regulation of histone H3-K9 trimethylation [GO:1900114]; protein import into nucleus [GO:0006606]; protein localization to nucleus [GO:0034504]; regulation of cell migration [GO:0030334]; regulation of protein localization to nucleus [GO:1900180]; regulation of protein stability [GO:0031647]; regulation of telomere maintenance [GO:0032204]; ventricular cardiac muscle cell development [GO:0055015]	identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]
P50990	TCPQ_HUMAN	T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta) (Chaperonin containing T-complex polypeptide 1 subunit 8) (Renal carcinoma antigen NY-REN-15)	Homo sapiens (Human)	548	CCT8	azurophil granule lumen [GO:0035578]; cell body [GO:0044297]; centrosome [GO:0005813]; chaperonin-containing T-complex [GO:0005832]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; intermediate filament cytoskeleton [GO:0045111]; microtubule [GO:0005874]; nucleoplasm [GO:0005654]; secretory granule lumen [GO:0034774]; zona pellucida receptor complex [GO:0002199]	binding of sperm to zona pellucida [GO:0007339]; neutrophil degranulation [GO:0043312]; pore complex assembly [GO:0046931]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of protein localization to Cajal body [GO:1904871]; positive regulation of telomerase RNA localization to Cajal body [GO:1904874]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; toxin transport [GO:1901998]	ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; unfolded protein binding [GO:0051082]
Q9Y4L1	HYOU1_HUMAN	Hypoxia up-regulated protein 1 (150 kDa oxygen-regulated protein) (ORP-150) (170 kDa glucose-regulated protein) (GRP-170)	Homo sapiens (Human)	999	HYOU1	endocytic vesicle lumen [GO:0071682]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; membrane [GO:0016020]; smooth endoplasmic reticulum [GO:0005790]	cellular response to hypoxia [GO:0071456]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; IRE1-mediated unfolded protein response [GO:0036498]; negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway [GO:1903382]; negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway [GO:1903298]; receptor-mediated endocytosis [GO:0006898]; response to endoplasmic reticulum stress [GO:0034976]; response to ischemia [GO:0002931]	ATP binding [GO:0005524]; chaperone binding [GO:0051087]
P14625	ENPL_HUMAN	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog)	Homo sapiens (Human)	803	HSP90B1	collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; endocytic vesicle lumen [GO:0071682]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; melanosome [GO:0042470]; membrane [GO:0016020]; midbody [GO:0030496]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]	actin rod assembly [GO:0031247]; ATF6-mediated unfolded protein response [GO:0036500]; cellular protein metabolic process [GO:0044267]; cellular response to ATP [GO:0071318]; cytokine-mediated signaling pathway [GO:0019221]; negative regulation of apoptotic process [GO:0043066]; post-translational protein modification [GO:0043687]; protein folding in endoplasmic reticulum [GO:0034975]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; regulation of phosphoprotein phosphatase activity [GO:0043666]; response to endoplasmic reticulum stress [GO:0034976]; response to hypoxia [GO:0001666]; retrograde protein transport, ER to cytosol [GO:0030970]; sequestering of calcium ion [GO:0051208]; toll-like receptor signaling pathway [GO:0002224]; ubiquitin-dependent ERAD pathway [GO:0030433]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; low-density lipoprotein particle receptor binding [GO:0050750]; protein phosphatase binding [GO:0019903]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]
P78371	TCPB_HUMAN	T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta)	Homo sapiens (Human)	535	CCT2	azurophil granule lumen [GO:0035578]; cell body [GO:0044297]; chaperonin-containing T-complex [GO:0005832]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; microtubule [GO:0005874]; zona pellucida receptor complex [GO:0002199]	binding of sperm to zona pellucida [GO:0007339]; chaperone-mediated protein complex assembly [GO:0051131]; chaperone mediated protein folding independent of cofactor [GO:0051086]; neutrophil degranulation [GO:0043312]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of protein localization to Cajal body [GO:1904871]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomerase RNA localization to Cajal body [GO:1904874]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; scaRNA localization to Cajal body [GO:0090666]; toxin transport [GO:1901998]	ATP binding [GO:0005524]; protein folding chaperone [GO:0044183]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]
P34932	HSP74_HUMAN	Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2)	Homo sapiens (Human)	840	HSPA4	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]	chaperone-mediated protein complex assembly [GO:0051131]; protein insertion into mitochondrial outer membrane [GO:0045040]; response to unfolded protein [GO:0006986]	ATP binding [GO:0005524]
P55145	MANF_HUMAN	Mesencephalic astrocyte-derived neurotrophic factor (Arginine-rich protein) (Protein ARMET)	Homo sapiens (Human)	182	MANF	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nucleus [GO:0005634]; sarcoplasmic reticulum lumen [GO:0033018]	dopaminergic neuron differentiation [GO:0071542]; neuron projection development [GO:0031175]; platelet degranulation [GO:0002576]; regulation of response to endoplasmic reticulum stress [GO:1905897]; response to unfolded protein [GO:0006986]	growth factor activity [GO:0008083]; RNA binding [GO:0003723]; sulfatide binding [GO:0120146]
Q15084	PDIA6_HUMAN	Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7)	Homo sapiens (Human)	440	PDIA6	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; melanosome [GO:0042470]; plasma membrane [GO:0005886]	cell redox homeostasis [GO:0045454]; cellular protein metabolic process [GO:0044267]; IRE1-mediated unfolded protein response [GO:0036498]; post-translational protein modification [GO:0043687]; protein folding [GO:0006457]	peptide disulfide oxidoreductase activity [GO:0015037]; protein disulfide isomerase activity [GO:0003756]
Q92598	HS105_HUMAN	Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein)	Homo sapiens (Human)	858	HSPH1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endocytic vesicle lumen [GO:0071682]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; microtubule [GO:0005874]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	chaperone cofactor-dependent protein refolding [GO:0051085]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of NK T cell activation [GO:0051135]; receptor-mediated endocytosis [GO:0006898]; regulation of cellular response to heat [GO:1900034]; response to unfolded protein [GO:0006986]	adenyl-nucleotide exchange factor activity [GO:0000774]; alpha-tubulin binding [GO:0043014]; ATP binding [GO:0005524]
P31689	DNJA1_HUMAN	DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2)	Homo sapiens (Human)	397	DNAJA1	cytoplasmic side of endoplasmic reticulum membrane [GO:0098554]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]	androgen receptor signaling pathway [GO:0030521]; DNA damage response, detection of DNA damage [GO:0042769]; flagellated sperm motility [GO:0030317]; negative regulation of apoptotic process [GO:0043066]; negative regulation of establishment of protein localization to mitochondrion [GO:1903748]; negative regulation of JUN kinase activity [GO:0043508]; negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway [GO:1905259]; negative regulation of protein ubiquitination [GO:0031397]; positive regulation of apoptotic process [GO:0043065]; protein folding [GO:0006457]; protein localization to mitochondrion [GO:0070585]; regulation of protein transport [GO:0051223]; response to heat [GO:0009408]; response to unfolded protein [GO:0006986]; spermatogenesis [GO:0007283]; toxin transport [GO:1901998]	ATPase activator activity [GO:0001671]; ATP binding [GO:0005524]; C3HC4-type RING finger domain binding [GO:0055131]; chaperone binding [GO:0051087]; G protein-coupled receptor binding [GO:0001664]; Hsp70 protein binding [GO:0030544]; low-density lipoprotein particle receptor binding [GO:0050750]; metal ion binding [GO:0046872]; Tat protein binding [GO:0030957]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]
Q9Y490	TLN1_HUMAN	Talin-1	Homo sapiens (Human)	2541	TLN1	cell surface [GO:0009986]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]	cell-cell junction assembly [GO:0007043]; cell-substrate junction assembly [GO:0007044]; cortical actin cytoskeleton organization [GO:0030866]; cytoskeletal anchoring at plasma membrane [GO:0007016]; integrin activation [GO:0033622]; integrin-mediated signaling pathway [GO:0007229]; IRE1-mediated unfolded protein response [GO:0036498]; muscle contraction [GO:0006936]; platelet aggregation [GO:0070527]; platelet degranulation [GO:0002576]; viral process [GO:0016032]	actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; integrin binding [GO:0005178]; LIM domain binding [GO:0030274]; phosphatidylinositol binding [GO:0035091]; phosphatidylserine binding [GO:0001786]; structural constituent of cytoskeleton [GO:0005200]; vinculin binding [GO:0017166]
P48643	TCPE_HUMAN	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)	Homo sapiens (Human)	541	CCT5	cell body [GO:0044297]; centrosome [GO:0005813]; chaperonin-containing T-complex [GO:0005832]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; microtubule [GO:0005874]; nucleolus [GO:0005730]	binding of sperm to zona pellucida [GO:0007339]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of protein localization to Cajal body [GO:1904871]; positive regulation of telomerase RNA localization to Cajal body [GO:1904874]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; response to virus [GO:0009615]; toxin transport [GO:1901998]	ATP binding [GO:0005524]; beta-tubulin binding [GO:0048487]; G-protein beta-subunit binding [GO:0031681]; mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; unfolded protein binding [GO:0051082]
Q16543	CDC37_HUMAN	Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]	Homo sapiens (Human)	378	CDC37	chaperone complex [GO:0101031]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; HSP90-CDC37 chaperone complex [GO:1990565]	ERBB2 signaling pathway [GO:0038128]; positive regulation of mitophagy in response to mitochondrial depolarization [GO:0098779]; posttranscriptional regulation of gene expression [GO:0010608]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; regulation of interferon-gamma-mediated signaling pathway [GO:0060334]; regulation of type I interferon-mediated signaling pathway [GO:0060338]	chaperone binding [GO:0051087]; heat shock protein binding [GO:0031072]; Hsp90 protein binding [GO:0051879]; kinase binding [GO:0019900]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; protein tyrosine kinase activity [GO:0004713]; scaffold protein binding [GO:0097110]; unfolded protein binding [GO:0051082]
Q9HCU5	PREB_HUMAN	Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor mSec12)	Homo sapiens (Human)	417	PREB	endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; nucleus [GO:0005634]	COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; IRE1-mediated unfolded protein response [GO:0036498]; protein exit from endoplasmic reticulum [GO:0032527]; protein secretion [GO:0009306]; regulation of COPII vesicle coating [GO:0003400]	DNA binding [GO:0003677]; GTPase activator activity [GO:0005096]; GTPase binding [GO:0051020]; guanyl-nucleotide exchange factor activity [GO:0005085]; Sar guanyl-nucleotide exchange factor activity [GO:0005090]
Q9Y266	NUDC_HUMAN	Nuclear migration protein nudC (Nuclear distribution protein C homolog)	Homo sapiens (Human)	331	NUDC	cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; nucleoplasm [GO:0005654]	cell cycle [GO:0007049]; cell division [GO:0051301]; cell population proliferation [GO:0008283]; developmental process [GO:0032502]; multicellular organism development [GO:0007275]; protein folding [GO:0006457]	cadherin binding [GO:0045296]; unfolded protein binding [GO:0051082]
O95292	VAPB_HUMAN	Vesicle-associated membrane protein-associated protein B/C (VAMP-B/VAMP-C) (VAMP-associated protein B/C) (VAP-B/VAP-C)	Homo sapiens (Human)	243	VAPB	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	cellular calcium ion homeostasis [GO:0006874]; COPII-coated vesicle budding [GO:0090114]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; endoplasmic reticulum unfolded protein response [GO:0030968]; IRE1-mediated unfolded protein response [GO:0036498]; modulation by host of viral RNA genome replication [GO:0044830]; modulation by virus of host morphology or physiology [GO:0019048]; negative regulation by host of viral genome replication [GO:0044828]; negative regulation by host of viral release from host cell [GO:0044790]; negative regulation by virus of viral protein levels in host cell [GO:0046725]; positive regulation by host of viral genome replication [GO:0044829]; positive regulation by host of viral release from host cell [GO:0044791]; positive regulation of viral genome replication [GO:0045070]; sphingolipid biosynthetic process [GO:0030148]	beta-tubulin binding [GO:0048487]; cadherin binding [GO:0045296]; enzyme binding [GO:0019899]; FFAT motif binding [GO:0033149]; microtubule binding [GO:0008017]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]
P08243	ASNS_HUMAN	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) (Cell cycle control protein TS11) (Glutamine-dependent asparagine synthetase)	Homo sapiens (Human)	561	ASNS	cytosol [GO:0005829]	asparagine biosynthetic process [GO:0006529]; cellular amino acid biosynthetic process [GO:0008652]; cellular response to glucose starvation [GO:0042149]; cellular response to hormone stimulus [GO:0032870]; glutamine metabolic process [GO:0006541]; L-asparagine biosynthetic process [GO:0070981]; liver development [GO:0001889]; negative regulation of apoptotic process [GO:0043066]; PERK-mediated unfolded protein response [GO:0036499]; positive regulation of mitotic cell cycle [GO:0045931]; response to amino acid [GO:0043200]; response to follicle-stimulating hormone [GO:0032354]; response to light stimulus [GO:0009416]; response to mechanical stimulus [GO:0009612]; response to methotrexate [GO:0031427]; response to toxic substance [GO:0009636]	asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; cofactor binding [GO:0048037]; protein homodimerization activity [GO:0042803]
P30414	NKTR_HUMAN	NK-tumor recognition protein (NK-TR protein) (Natural-killer cells cyclophilin-related protein) (Peptidyl-prolyl cis-trans isomerase NKTR) (PPIase) (EC 5.2.1.8) (Rotamase)	Homo sapiens (Human)	1462	NKTR	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]	protein peptidyl-prolyl isomerization [GO:0000413]; protein refolding [GO:0042026]	cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; unfolded protein binding [GO:0051082]
P43307	SSRA_HUMAN	Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)	Homo sapiens (Human)	286	SSR1	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	cotranslational protein targeting to membrane [GO:0006613]; IRE1-mediated unfolded protein response [GO:0036498]; positive regulation of cell population proliferation [GO:0008284]	
Q07812	BAX_HUMAN	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)	Homo sapiens (Human)	192	BAX	BAX complex [GO:0097144]; Bcl-2 family protein complex [GO:0097136]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; pore complex [GO:0046930]	activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c [GO:0008635]; activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway [GO:0097296]; apoptotic mitochondrial changes [GO:0008637]; apoptotic process [GO:0006915]; apoptotic process involved in blood vessel morphogenesis [GO:1902262]; apoptotic process involved in embryonic digit morphogenesis [GO:1902263]; apoptotic signaling pathway [GO:0097190]; B cell apoptotic process [GO:0001783]; B cell homeostasis [GO:0001782]; B cell homeostatic proliferation [GO:0002358]; B cell negative selection [GO:0002352]; B cell receptor apoptotic signaling pathway [GO:1990117]; blood vessel remodeling [GO:0001974]; cellular response to unfolded protein [GO:0034620]; cellular response to UV [GO:0034644]; cerebral cortex development [GO:0021987]; development of secondary sexual characteristics [GO:0045136]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; ectopic germ cell programmed cell death [GO:0035234]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; establishment or maintenance of transmembrane electrochemical gradient [GO:0010248]; extrinsic apoptotic signaling pathway [GO:0097191]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; fertilization [GO:0009566]; germ cell development [GO:0007281]; glycosphingolipid metabolic process [GO:0006687]; homeostasis of number of cells within a tissue [GO:0048873]; hypothalamus development [GO:0021854]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; kidney development [GO:0001822]; mitochondrial fragmentation involved in apoptotic process [GO:0043653]; mitochondrial fusion [GO:0008053]; mitochondrion morphogenesis [GO:0070584]; myeloid cell homeostasis [GO:0002262]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of endoplasmic reticulum calcium ion concentration [GO:0032471]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of protein binding [GO:0032091]; neuron apoptotic process [GO:0051402]; neuron migration [GO:0001764]; odontogenesis of dentin-containing tooth [GO:0042475]; ovarian follicle development [GO:0001541]; positive regulation of apoptotic DNA fragmentation [GO:1902512]; positive regulation of apoptotic process [GO:0043065]; positive regulation of apoptotic process involved in mammary gland involution [GO:0060058]; positive regulation of B cell apoptotic process [GO:0002904]; positive regulation of developmental pigmentation [GO:0048087]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of IRE1-mediated unfolded protein response [GO:1903896]; positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901030]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of protein oligomerization [GO:0032461]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; post-embryonic camera-type eye morphogenesis [GO:0048597]; protein complex oligomerization [GO:0051259]; protein homooligomerization [GO:0051260]; protein insertion into mitochondrial membrane involved in apoptotic signaling pathway [GO:0001844]; regulation of apoptotic process [GO:0042981]; regulation of mammary gland epithelial cell proliferation [GO:0033599]; regulation of mitochondrial membrane permeability involved in programmed necrotic cell death [GO:1902445]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of nitrogen utilization [GO:0006808]; regulation of protein heterodimerization activity [GO:0043497]; regulation of protein homodimerization activity [GO:0043496]; release of cytochrome c from mitochondria [GO:0001836]; release of matrix enzymes from mitochondria [GO:0032976]; response to axon injury [GO:0048678]; response to gamma radiation [GO:0010332]; response to salt stress [GO:0009651]; response to toxic substance [GO:0009636]; retina development in camera-type eye [GO:0060041]; retinal cell programmed cell death [GO:0046666]; Sertoli cell proliferation [GO:0060011]; spermatid differentiation [GO:0048515]; T cell homeostatic proliferation [GO:0001777]; thymocyte apoptotic process [GO:0070242]; transcription initiation from RNA polymerase II promoter [GO:0006367]; vagina development [GO:0060068]; viral process [GO:0016032]	BH3 domain binding [GO:0051434]; channel activity [GO:0015267]; chaperone binding [GO:0051087]; Hsp70 protein binding [GO:0030544]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]
Q14203	DCTN1_HUMAN	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued)	Homo sapiens (Human)	1278	DCTN1	axon [GO:0030424]; cell cortex [GO:0005938]; cell cortex region [GO:0099738]; centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; intermediate filament cytoskeleton [GO:0045111]; kinetochore [GO:0000776]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule plus-end [GO:0035371]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nuclear envelope [GO:0005635]; spindle [GO:0005819]; spindle pole [GO:0000922]	antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; cell division [GO:0051301]; centriole-centriole cohesion [GO:0010457]; ciliary basal body-plasma membrane docking [GO:0097711]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; establishment of mitotic spindle orientation [GO:0000132]; G2/M transition of mitotic cell cycle [GO:0000086]; IRE1-mediated unfolded protein response [GO:0036498]; maintenance of synapse structure [GO:0099558]; microtubule anchoring at centrosome [GO:0034454]; mitotic cell cycle [GO:0000278]; motor behavior [GO:0061744]; nervous system development [GO:0007399]; neuromuscular junction development [GO:0007528]; neuromuscular process [GO:0050905]; neuron cellular homeostasis [GO:0070050]; neuron projection maintenance [GO:1990535]; non-motile cilium assembly [GO:1905515]; nuclear envelope disassembly [GO:0051081]; positive regulation of microtubule nucleation [GO:0090063]; positive regulation of microtubule polymerization [GO:0031116]; positive regulation of neuromuscular junction development [GO:1904398]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; regulation of mitotic spindle organization [GO:0060236]; retrograde transport, endosome to Golgi [GO:0042147]; transport along microtubule [GO:0010970]; ventral spinal cord development [GO:0021517]	dynein complex binding [GO:0070840]; microtubule binding [GO:0008017]; motor activity [GO:0003774]; protein kinase binding [GO:0019901]; tau protein binding [GO:0048156]; tubulin binding [GO:0015631]
Q99832	TCPH_HUMAN	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]	Homo sapiens (Human)	543	CCT7	cell body [GO:0044297]; chaperonin-containing T-complex [GO:0005832]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; microtubule [GO:0005874]	binding of sperm to zona pellucida [GO:0007339]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of protein localization to Cajal body [GO:1904871]; positive regulation of telomerase RNA localization to Cajal body [GO:1904874]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; toxin transport [GO:1901998]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; unfolded protein binding [GO:0051082]
